149.985	69.987	99.978
119.985	99.987	99.978
119.006	106.167	99.978
116.165	111.742	99.978
111.741	116.167	99.978
106.165	119.008	99.978
99.985	119.987	99.978
93.804	119.008	99.978
88.229	116.167	99.978
83.804	111.742	99.978
80.964	106.167	99.978
79.985	99.987	99.978
80.964	93.806	99.978
83.804	88.231	99.978
88.229	83.806	99.978
93.804	80.965	99.978
99.985	79.987	99.978
106.165	80.965	99.978
111.741	83.806	99.978
116.165	88.231	99.978
119.006	93.806	99.978
119.985	99.987	99.978
149.985	129.987	99.978
