99.990	129.991	99.985
98.106	129.932	99.985
96.230	129.755	99.985
94.368	129.460	99.985
92.529	129.049	99.985
90.719	128.523	99.985
88.946	127.885	99.985
87.217	127.136	99.985
85.537	126.281	99.985
83.915	125.321	99.985
82.356	124.262	99.985
80.867	123.107	99.985
79.453	121.860	99.985
78.121	120.528	99.985
76.875	119.114	99.985
75.719	117.625	99.985
74.660	116.066	99.985
73.701	114.444	99.985
72.845	112.765	99.985
72.097	111.035	99.985
71.458	109.262	99.985
70.932	107.452	99.985
70.521	105.613	99.985
70.226	103.751	99.985
70.049	101.875	99.985
69.990	99.991	99.985
70.049	98.108	99.985
70.226	96.231	99.985
70.521	94.370	99.985
70.932	92.531	99.985
71.458	90.721	99.985
72.097	88.948	99.985
72.845	87.218	99.985
73.701	85.539	99.985
74.660	83.917	99.985
75.719	82.358	99.985
76.875	80.869	99.985
78.121	79.455	99.985
79.453	78.122	99.985
80.867	76.876	99.985
82.356	75.721	99.985
83.915	74.662	99.985
85.537	73.702	99.985
87.217	72.847	99.985
88.946	72.098	99.985
90.719	71.460	99.985
92.529	70.934	99.985
94.368	70.523	99.985
96.230	70.228	99.985
98.106	70.051	99.985
99.990	69.991	99.985
101.874	70.051	99.985
103.750	70.228	99.985
105.611	70.523	99.985
107.451	70.934	99.985
109.260	71.460	99.985
111.034	72.098	99.985
112.763	72.847	99.985
114.443	73.702	99.985
116.065	74.662	99.985
117.623	75.721	99.985
119.113	76.876	99.985
120.526	78.122	99.985
121.859	79.455	99.985
123.105	80.869	99.985
124.260	82.358	99.985
125.320	83.917	99.985
126.279	85.539	99.985
127.135	87.218	99.985
127.883	88.948	99.985
128.522	90.721	99.985
129.047	92.531	99.985
129.459	94.370	99.985
129.753	96.231	99.985
129.931	98.108	99.985
129.990	99.991	99.985
129.931	101.875	99.985
129.753	103.751	99.985
129.459	105.613	99.985
129.047	107.452	99.985
128.522	109.262	99.985
127.883	111.035	99.985
127.135	112.765	99.985
126.279	114.444	99.985
125.320	116.066	99.985
124.260	117.625	99.985
123.105	119.114	99.985
121.859	120.528	99.985
120.526	121.860	99.985
119.113	123.107	99.985
117.623	124.262	99.985
116.065	125.321	99.985
114.443	126.281	99.985
112.763	127.136	99.985
111.034	127.885	99.985
109.260	128.523	99.985
107.451	129.049	99.985
105.611	129.460	99.985
103.750	129.755	99.985
101.874	129.932	99.985
99.990	129.991	99.985
